time,open,high,low,close,tick_volume,spread,real_volume,pip_value,point
2022-11-15 22:00:00+00:00,1.03646,1.03775,1.03527,1.03537,9784.0,0,0.0,0.0001,1e-05
2022-11-15 23:00:00+00:00,1.03534,1.0358,1.03428,1.03471,3483.0,0,0.0,0.0001,1e-05
2022-11-16 00:00:00+00:00,1.03478,1.03519,1.03412,1.03449,1214.0,0,0.0,0.0001,1e-05
2022-11-16 01:00:00+00:00,1.03448,1.03612,1.03396,1.03573,3729.0,0,0.0,0.0001,1e-05
2022-11-16 02:00:00+00:00,1.03577,1.03614,1.03358,1.03445,6444.0,0,0.0,0.0001,1e-05
2022-11-16 03:00:00+00:00,1.03445,1.03501,1.03309,1.03436,8515.0,0,0.0,0.0001,1e-05
2022-11-16 04:00:00+00:00,1.03438,1.03871,1.03413,1.0377,7634.0,0,0.0,0.0001,1e-05
2022-11-16 05:00:00+00:00,1.03771,1.0378,1.03526,1.03534,5107.0,0,0.0,0.0001,1e-05
2022-11-16 06:00:00+00:00,1.03535,1.03562,1.03376,1.03452,5181.0,0,0.0,0.0001,1e-05
2022-11-16 07:00:00+00:00,1.03452,1.03786,1.0340799999999999,1.03736,6439.0,0,0.0,0.0001,1e-05
2022-11-16 08:00:00+00:00,1.03733,1.0387,1.03659,1.03786,5544.0,0,0.0,0.0001,1e-05
2022-11-16 09:00:00+00:00,1.03794,1.04145,1.0375,1.04029,8531.0,0,0.0,0.0001,1e-05
2022-11-16 10:00:00+00:00,1.04025,1.04206,1.03877,1.0406,8629.0,0,0.0,0.0001,1e-05
2022-11-16 11:00:00+00:00,1.04063,1.04254,1.04043,1.042,6240.0,0,0.0,0.0001,1e-05
2022-11-16 12:00:00+00:00,1.042,1.04386,1.04154,1.04281,6173.0,0,0.0,0.0001,1e-05
2022-11-16 13:00:00+00:00,1.04281,1.04318,1.04114,1.04165,6082.0,0,0.0,0.0001,1e-05
2022-11-16 14:00:00+00:00,1.04167,1.04282,1.04091,1.04196,6113.0,0,0.0,0.0001,1e-05
2022-11-16 15:00:00+00:00,1.04195,1.04229,1.03843,1.03909,10069.0,0,0.0,0.0001,1e-05
2022-11-16 16:00:00+00:00,1.03912,1.04104,1.03726,1.03882,11830.0,0,0.0,0.0001,1e-05
2022-11-16 17:00:00+00:00,1.03882,1.04054,1.03729,1.04039,9969.0,0,0.0,0.0001,1e-05
2022-11-16 18:00:00+00:00,1.04038,1.04127,1.0391,1.03945,6385.0,0,0.0,0.0001,1e-05
2022-11-16 19:00:00+00:00,1.03948,1.03989,1.03715,1.03838,4837.0,0,0.0,0.0001,1e-05
2022-11-16 20:00:00+00:00,1.03838,1.03862,1.03546,1.03667,4850.0,0,0.0,0.0001,1e-05
2022-11-16 21:00:00+00:00,1.03667,1.03926,1.03666,1.03925,4439.0,0,0.0,0.0001,1e-05
2022-11-16 22:00:00+00:00,1.03922,1.04048,1.0383,1.03979,5120.0,0,0.0,0.0001,1e-05
2022-11-16 23:00:00+00:00,1.03978,1.03992,1.03892,1.03942,2369.0,0,0.0,0.0001,1e-05
2022-11-17 00:00:00+00:00,1.03933,1.03966,1.0387,1.03935,1906.0,10,0.0,0.0001,1e-05
2022-11-17 01:00:00+00:00,1.03938,1.03983,1.03914,1.03934,1877.0,0,0.0,0.0001,1e-05
2022-11-17 02:00:00+00:00,1.03936,1.03951,1.03854,1.03864,3229.0,0,0.0,0.0001,1e-05
2022-11-17 03:00:00+00:00,1.03865,1.03912,1.03741,1.03775,4082.0,0,0.0,0.0001,1e-05
2022-11-17 04:00:00+00:00,1.03774,1.03799,1.03622,1.03701,4198.0,0,0.0,0.0001,1e-05
2022-11-17 05:00:00+00:00,1.03701,1.0374,1.03598,1.03719,3886.0,0,0.0,0.0001,1e-05
2022-11-17 06:00:00+00:00,1.0372,1.03813,1.03698,1.0371,3076.0,0,0.0,0.0001,1e-05
2022-11-17 07:00:00+00:00,1.03711,1.03833,1.03685,1.03802,4017.0,0,0.0,0.0001,1e-05
2022-11-17 08:00:00+00:00,1.03802,1.03928,1.03771,1.03877,3988.0,0,0.0,0.0001,1e-05
2022-11-17 09:00:00+00:00,1.03877,1.03951,1.037,1.03928,6148.0,0,0.0,0.0001,1e-05
2022-11-17 10:00:00+00:00,1.03927,1.04067,1.0385,1.03862,7827.0,0,0.0,0.0001,1e-05
2022-11-17 11:00:00+00:00,1.03861,1.03873,1.03569,1.03638,6498.0,0,0.0,0.0001,1e-05
2022-11-17 12:00:00+00:00,1.03638,1.03701,1.03358,1.03383,6269.0,0,0.0,0.0001,1e-05
2022-11-17 13:00:00+00:00,1.03381,1.03513,1.03274,1.03465,7162.0,0,0.0,0.0001,1e-05
2022-11-17 14:00:00+00:00,1.03466,1.03552,1.03213,1.03326,8702.0,0,0.0,0.0001,1e-05
2022-11-17 15:00:00+00:00,1.03325,1.03535,1.03108,1.03124,11391.0,0,0.0,0.0001,1e-05
2022-11-17 16:00:00+00:00,1.03124,1.03484,1.03053,1.03353,9172.0,0,0.0,0.0001,1e-05
2022-11-17 17:00:00+00:00,1.03351,1.03498,1.03208,1.03289,9352.0,0,0.0,0.0001,1e-05
2022-11-17 18:00:00+00:00,1.0329,1.03428,1.03191,1.03392,6531.0,0,0.0,0.0001,1e-05
2022-11-17 19:00:00+00:00,1.03393,1.0357,1.03371,1.03502,6536.0,0,0.0,0.0001,1e-05
2022-11-17 20:00:00+00:00,1.03502,1.03697,1.03484,1.03658,3780.0,0,0.0,0.0001,1e-05
2022-11-17 21:00:00+00:00,1.03658,1.03689,1.03592,1.03638,3055.0,0,0.0,0.0001,1e-05
2022-11-17 22:00:00+00:00,1.03637,1.03692,1.03577,1.03686,3609.0,0,0.0,0.0001,1e-05
2022-11-17 23:00:00+00:00,1.03686,1.03696,1.03642,1.03646,1221.0,0,0.0,0.0001,1e-05
2022-11-18 00:00:00+00:00,1.03592,1.03645,1.0359,1.03636,2993.0,7,0.0,0.0001,1e-05
2022-11-18 01:00:00+00:00,1.03632,1.03666,1.03603,1.0361,2333.0,0,0.0,0.0001,1e-05
2022-11-18 02:00:00+00:00,1.0360800000000001,1.03742,1.03572,1.03714,2842.0,0,0.0,0.0001,1e-05
2022-11-18 03:00:00+00:00,1.03713,1.0378,1.03618,1.03678,5176.0,0,0.0,0.0001,1e-05
2022-11-18 04:00:00+00:00,1.03678,1.03782,1.03647,1.03678,4367.0,0,0.0,0.0001,1e-05
2022-11-18 05:00:00+00:00,1.03677,1.0391,1.03673,1.03827,3373.0,0,0.0,0.0001,1e-05
2022-11-18 06:00:00+00:00,1.03827,1.03832,1.03612,1.03649,3150.0,0,0.0,0.0001,1e-05
2022-11-18 07:00:00+00:00,1.0365,1.03721,1.0362,1.03718,3358.0,0,0.0,0.0001,1e-05
2022-11-18 08:00:00+00:00,1.03721,1.03769,1.03597,1.03757,4008.0,0,0.0,0.0001,1e-05
2022-11-18 09:00:00+00:00,1.03754,1.0386,1.03671,1.03755,6048.0,0,0.0,0.0001,1e-05
2022-11-18 10:00:00+00:00,1.03754,1.03782,1.03423,1.03569,8557.0,0,0.0,0.0001,1e-05
2022-11-18 11:00:00+00:00,1.03567,1.03962,1.0348600000000001,1.03816,6619.0,0,0.0,0.0001,1e-05
2022-11-18 12:00:00+00:00,1.03816,1.03817,1.03605,1.0369,4518.0,0,0.0,0.0001,1e-05
2022-11-18 13:00:00+00:00,1.0369,1.03801,1.03636,1.03663,5060.0,0,0.0,0.0001,1e-05
2022-11-18 14:00:00+00:00,1.03662,1.03865,1.03579,1.03614,4510.0,0,0.0,0.0001,1e-05
2022-11-18 15:00:00+00:00,1.03611,1.03867,1.03566,1.03646,6302.0,0,0.0,0.0001,1e-05
2022-11-18 16:00:00+00:00,1.03648,1.037,1.03303,1.03344,7646.0,0,0.0,0.0001,1e-05
2022-11-18 17:00:00+00:00,1.03344,1.03677,1.03262,1.03647,7341.0,0,0.0,0.0001,1e-05
2022-11-18 18:00:00+00:00,1.03646,1.03718,1.03421,1.03482,4799.0,0,0.0,0.0001,1e-05
2022-11-18 19:00:00+00:00,1.03481,1.03495,1.03302,1.03334,4233.0,0,0.0,0.0001,1e-05
2022-11-18 20:00:00+00:00,1.03334,1.03373,1.03257,1.0331,3210.0,0,0.0,0.0001,1e-05
2022-11-18 21:00:00+00:00,1.0331,1.03337,1.032,1.03283,2399.0,0,0.0,0.0001,1e-05
2022-11-18 22:00:00+00:00,1.03277,1.03331,1.03216,1.03249,3264.0,0,0.0,0.0001,1e-05
2022-11-18 23:00:00+00:00,1.03251,1.03256,1.03135,1.03194,1747.0,0,0.0,0.0001,1e-05
2022-11-21 00:00:00+00:00,1.03219,1.03248,1.03205,1.03229,143.0,19,0.0,0.0001,1e-05
2022-11-21 01:00:00+00:00,1.03242,1.03333,1.03233,1.03306,2909.0,0,0.0,0.0001,1e-05
2022-11-21 02:00:00+00:00,1.03309,1.03329,1.03111,1.0316,3754.0,0,0.0,0.0001,1e-05
2022-11-21 03:00:00+00:00,1.03161,1.03186,1.03002,1.03118,5261.0,0,0.0,0.0001,1e-05
2022-11-21 04:00:00+00:00,1.03119,1.03119,1.02882,1.02883,4434.0,0,0.0,0.0001,1e-05
2022-11-21 05:00:00+00:00,1.02886,1.03024,1.0288,1.03015,2540.0,0,0.0,0.0001,1e-05
2022-11-21 06:00:00+00:00,1.03014,1.03037,1.02766,1.02812,3496.0,0,0.0,0.0001,1e-05
2022-11-21 07:00:00+00:00,1.0281,1.02835,1.02723,1.02823,4165.0,0,0.0,0.0001,1e-05
2022-11-21 08:00:00+00:00,1.02824,1.0287,1.02573,1.02591,4488.0,0,0.0,0.0001,1e-05
2022-11-21 09:00:00+00:00,1.02595,1.02734,1.02502,1.02552,5304.0,0,0.0,0.0001,1e-05
2022-11-21 10:00:00+00:00,1.02553,1.02733,1.02511,1.02549,6389.0,0,0.0,0.0001,1e-05
